Realisation number,Variable,AIC fold,AIC hopf,AIC null
48,Chlorella,9.19012583281671e-20,1.0,1.079546499800465e-21
48,Brachionus,0.8940733816322725,0.10592661836689538,8.322482234714719e-13
49,Chlorella,4.560815410715107e-14,0.999999999999954,4.565449582893326e-16
49,Brachionus,2.3679415550420315e-09,0.9999999976320584,1.1617720747546834e-22
50,Chlorella,1.0039649915167853e-13,0.9999999999998992,4.577165374220053e-16
50,Brachionus,0.9995584059802647,0.0004415940197062052,2.907489576845307e-14
51,Chlorella,1.5596450200560802e-09,0.9999999984386063,1.7485111753597295e-12
51,Brachionus,0.9995676846141613,0.00043231538579955215,3.9171777228064794e-14
52,Chlorella,2.9366573719666603e-31,1.0,2.720766228785435e-32
52,Brachionus,0.999999999999976,6.5813210488961446e-15,1.7289576236700276e-14
53,Chlorella,5.970251783671397e-21,1.0,1.3002422922862166e-22
53,Brachionus,0.9999352227109968,6.477728873858178e-05,2.6456805840643375e-13
54,Chlorella,1.0407809403854678e-19,1.0,6.42980193477278e-22
54,Brachionus,0.9996511629087872,0.0003488370912101854,2.76298723284937e-15
55,Chlorella,0.0009626724034808029,0.9990373042333837,2.3363135405879136e-08
55,Brachionus,6.10072393211789e-08,0.9999999389927607,6.401154250569792e-20
56,Chlorella,7.634840126497544e-29,1.0,1.1231351349175381e-29
56,Brachionus,0.9999999968759556,2.782787822210186e-09,3.412565639118843e-10
57,Chlorella,8.017474946778188e-30,1.0,4.46355005277313e-31
57,Brachionus,0.9999999999999953,1.9196226232516477e-15,2.6435081300997402e-15
58,Chlorella,5.0995622763228346e-20,1.0,1.826909018335648e-21
58,Brachionus,5.468955424503749e-07,0.9999994531044576,1.3614927236653462e-20
59,Chlorella,8.23492508457674e-31,1.0,1.1884383466233363e-31
59,Brachionus,0.9999999970623845,2.9272952296099885e-09,1.0320160754509458e-11
60,Chlorella,4.8563316455557314e-11,0.9999999999514348,1.8276226484918536e-15
60,Brachionus,3.6702661975983036e-11,0.9999999999632974,1.9971581411681662e-22
61,Chlorella,2.1349115865174765e-27,1.0,1.401827820286993e-28
61,Brachionus,0.9999991970677954,7.99876838208163e-07,3.0553664373181537e-09
62,Chlorella,2.2015782255182018e-27,1.0,1.0677415931923495e-28
62,Brachionus,0.9999999999996911,2.2816312549215807e-13,8.068372649671752e-14
63,Chlorella,3.275012241604277e-23,1.0,1.7230607120518423e-24
63,Brachionus,0.9999999999999958,8.941434759921655e-16,3.3596650254643493e-15
64,Chlorella,1.9459299682629804e-24,1.0,1.0350855530519092e-25
64,Brachionus,0.9999999999834803,1.1332465995609495e-11,5.187291489896626e-12
65,Chlorella,4.293730695812161e-25,1.0,3.9305828586034926e-26
65,Brachionus,0.9999999775464562,2.2007858014809596e-08,4.4568583531702177e-10
66,Chlorella,1.2727764039738619e-17,1.0,1.3127150482282505e-20
66,Brachionus,4.897967520577812e-05,0.9999510203246981,9.621956928926931e-14
67,Chlorella,1.227384791426805e-22,1.0,2.0721349492470915e-24
67,Brachionus,0.9999999984060124,1.5939468135171293e-09,4.0856163926094744e-14
68,Chlorella,3.1222879608768134e-21,1.0,1.938966748039974e-23
68,Brachionus,0.9999999999998166,1.8334681618349939e-13,5.730321723497357e-20
69,Chlorella,1.720950363878588e-23,1.0,5.653347154032756e-25
69,Brachionus,0.0013766137543762141,0.9986233862451905,4.3332831763758215e-13
70,Chlorella,1.4326095991898869e-10,0.9999999998566154,1.2377766648771646e-13
70,Brachionus,0.00945152908643849,0.9905484709135196,4.1692462248105686e-14
71,Chlorella,5.0407388680326345e-34,1.0,1.238877615854466e-34
71,Brachionus,0.9999754622805815,2.451432500874023e-05,2.3394409698387217e-08
72,Chlorella,3.097310142201868e-15,0.9999999999999969,1.4142120758910592e-19
72,Brachionus,0.10851022809320426,0.8914897719067701,2.5437404645613516e-14
73,Chlorella,6.199511563029871e-42,1.0,2.50749109151408e-42
73,Brachionus,0.9926728054876163,0.007326997184727589,1.9732765628237471e-07
74,Chlorella,8.753901451117141e-39,1.0,3.403031006072482e-39
74,Brachionus,0.0013432457406832323,0.9986567194190776,3.484023915681949e-08
75,Chlorella,4.626422187424369e-27,1.0,1.2584529089047635e-28
75,Brachionus,0.9999999998291018,1.2938295766936062e-10,4.1515268681010726e-11
76,Chlorella,5.810572021689131e-22,1.0,3.267714804701585e-23
76,Brachionus,0.47189204856244493,0.5281079514364142,1.1408439710667545e-12
77,Chlorella,4.6080717440855755e-30,1.0,4.369227153828645e-31
77,Brachionus,0.9999999999460967,5.359455872929409e-11,3.0887278404161114e-13
78,Chlorella,1.0363199884650032e-25,1.0,7.229026455706451e-27
78,Brachionus,0.9999993471437677,6.518773380183694e-07,9.78894322983505e-10
79,Chlorella,2.953742807178382e-30,1.0,5.292563550970524e-31
79,Brachionus,0.9999999999978355,8.274326359535483e-13,1.3371493633180855e-12
80,Chlorella,1.0906663762660973e-35,1.0,3.838816966275203e-36
80,Brachionus,0.9999994609323372,5.266548252409739e-07,1.2412837517582152e-08
81,Chlorella,1.1986165793475635e-24,1.0,6.391196206832863e-26
81,Brachionus,1.0,1.454632565577456e-17,8.638664232008317e-17
82,Chlorella,3.6265230105517853e-09,0.9999999963732207,2.562496132931172e-13
82,Brachionus,0.0006380265424696343,0.99936197345753,4.090744023225449e-16
83,Chlorella,1.152067654706273e-22,1.0,5.194851935673488e-24
83,Brachionus,0.09459110430287686,0.9054088956971231,3.404225699879435e-17
84,Chlorella,8.148426995450372e-21,1.0,1.9745229822742623e-23
84,Brachionus,0.999999999999323,6.770814132059209e-13,1.1288765419935384e-19
85,Chlorella,3.9615522493550025e-11,0.9999999999603646,2.0040559622096612e-14
85,Brachionus,1.0011803373612276e-08,0.9999999899881967,6.482887603419752e-22
86,Chlorella,3.472252673830455e-11,0.9999999999652758,1.7209052019311795e-15
86,Brachionus,8.252496888652438e-06,0.9999917475031114,3.8760497200342685e-22
87,Chlorella,1.1977856353609753e-24,1.0,3.0006285947509115e-26
87,Brachionus,0.9999999999767013,1.7131907639176533e-11,6.166885290098651e-12
88,Chlorella,4.986625478522946e-27,1.0,7.976986141681718e-28
88,Brachionus,0.9977573353040723,0.0022426646668186135,2.9108966501584824e-11
89,Chlorella,5.764738687979634e-25,1.0,3.5176413811010714e-26
89,Brachionus,0.9954298094381802,0.004570190561385353,4.3453239696824133e-13
90,Chlorella,1.621979795210212e-21,1.0,4.404717028595423e-23
90,Brachionus,0.9992491882579202,0.0007508117353326834,6.747033839791818e-12
91,Chlorella,7.993851288042631e-20,1.0,1.796589048180538e-21
91,Brachionus,0.000592652850930708,0.999407347149069,2.3911641593027737e-16
92,Chlorella,7.232342594212441e-51,1.0,3.601768742492437e-51
92,Brachionus,4.120882617290877e-06,0.9999958778414545,1.2759284038271414e-09
93,Chlorella,3.8211256639101577e-41,1.0,9.139920584894872e-42
93,Brachionus,0.9965074788115242,0.0034921942044274404,3.269840481354002e-07
94,Chlorella,6.730947988494151e-27,1.0,7.948305623247365e-28
94,Brachionus,0.9994187722754442,0.0005812276699959363,5.4559923096743094e-11
95,Chlorella,4.6672350131227795e-31,1.0,8.369258994670878e-32
95,Brachionus,0.004303030238851546,0.9956969677894321,1.971716424971031e-09
96,Chlorella,8.345504718576309e-08,0.999999916484429,6.052387167205926e-11
96,Brachionus,3.796041227195194e-10,0.9999999996203959,3.110042235376611e-22
97,Chlorella,1.1658577239491101e-11,0.9999999999882914,5.0029458335010836e-14
97,Brachionus,2.9707852180506595e-08,0.9999999702921478,4.1357220431477676e-19
98,Chlorella,3.657118210894459e-19,1.0,8.319039333510056e-21
98,Brachionus,0.9820120291351179,0.017987970809671173,5.521094126114283e-11
99,Chlorella,1.0441409898944153e-13,0.999999999999895,5.785265752794711e-16
99,Brachionus,0.998075220760664,0.0019247792393315554,4.441502707878477e-15
100,Chlorella,4.0591101514181895e-28,1.0,3.9565060764268014e-29
100,Brachionus,0.9999999999886184,2.068735283511819e-12,9.31268504915478e-12
