Delta,Frequency,Empirical
0.32,-0.6283185307179586,0.16535778394250378
0.32,-0.471238898038469,0.36524888745483686
0.32,-0.3141592653589793,0.29466085915335266
0.32,-0.15707963267948966,0.41848712693681706
0.32,0.0,0.07947742665870475
0.32,0.15707963267948966,0.41848712693681706
0.32,0.3141592653589793,0.29466085915335266
0.32,0.471238898038469,0.36524888745483686
0.32,0.6283185307179586,0.16535778394250378
0.32,0.7853981633974483,0.42353979355254157
0.32,0.942477796076938,0.5497902433799481
0.32,1.0995574287564276,0.19182034971836426
0.32,1.2566370614359172,0.37207065405661366
0.32,1.413716694115407,1.3330899014716104
0.32,1.5707963267948966,0.8463121822734897
0.32,1.7278759594743864,0.3406040349678121
0.32,1.884955592153876,1.0944546437946745
0.32,2.0420352248333655,1.3623918766404552
0.32,2.199114857512855,0.4938769617218425
0.32,2.356194490192345,0.4188029107184511
0.32,2.5132741228718345,0.9306159367437756
0.64,-2.5132741228718345,0.2775310181539578
0.64,-2.356194490192345,0.3992713790665521
0.64,-2.199114857512855,0.2556468363114893
0.64,-2.0420352248333655,0.14642041743856302
0.64,-1.884955592153876,0.09819214720156061
0.64,-1.7278759594743864,0.13160665525066964
0.64,-1.5707963267948966,0.10052854399770106
0.64,-1.413716694115407,0.15407017006296225
0.64,-1.2566370614359172,0.1999607995087503
0.64,-1.0995574287564276,0.19198725964988606
0.64,-0.942477796076938,0.19669523619591928
0.64,-0.7853981633974483,0.16277097116934952
0.64,-0.6283185307179586,0.18682322041360155
0.64,-0.471238898038469,0.19787302231784545
0.64,-0.3141592653589793,1.1288951101535187
0.64,-0.15707963267948966,5.0990011317492785
0.64,0.0,0.3384182563137867
0.64,0.15707963267948966,5.0990011317492785
0.64,0.3141592653589793,1.1288951101535187
0.64,0.471238898038469,0.19787302231784545
0.64,0.6283185307179586,0.18682322041360155
0.64,0.7853981633974483,0.16277097116934952
0.64,0.942477796076938,0.19669523619591928
0.64,1.0995574287564276,0.19198725964988606
0.64,1.2566370614359172,0.1999607995087503
0.64,1.413716694115407,0.15407017006296225
0.64,1.5707963267948966,0.10052854399770106
0.64,1.7278759594743864,0.13160665525066964
0.64,1.884955592153876,0.09819214720156061
0.64,2.0420352248333655,0.14642041743856302
0.64,2.199114857512855,0.2556468363114893
0.64,2.356194490192345,0.3992713790665521
0.64,2.5132741228718345,0.2775310181539578
0.67,-2.5132741228718345,0.29941447892106166
0.67,-2.356194490192345,0.25727928167037345
0.67,-2.199114857512855,0.21729503510847983
0.67,-2.0420352248333655,0.22368236191502536
0.67,-1.884955592153876,0.3427104288507274
0.67,-1.7278759594743864,0.090906285179357
0.67,-1.5707963267948966,0.19023115766939153
0.67,-1.413716694115407,0.1516205107953416
0.67,-1.2566370614359172,0.20055531614409353
0.67,-1.0995574287564276,0.3871992557645181
0.67,-0.942477796076938,0.6160770323930891
0.67,-0.7853981633974483,0.7213769121660516
0.67,-0.6283185307179586,0.11635164685707537
0.67,-0.471238898038469,0.2957136087020668
0.67,-0.3141592653589793,1.2922207381378965
0.67,-0.15707963267948966,2.6315332458794023
0.67,0.0,1.8833309431747995
0.67,0.15707963267948966,2.6315332458794023
0.67,0.3141592653589793,1.2922207381378965
0.67,0.471238898038469,0.2957136087020668
0.67,0.6283185307179586,0.11635164685707537
0.67,0.7853981633974483,0.7213769121660516
0.67,0.942477796076938,0.6160770323930891
0.67,1.0995574287564276,0.3871992557645181
0.67,1.2566370614359172,0.20055531614409353
0.67,1.413716694115407,0.1516205107953416
0.67,1.5707963267948966,0.19023115766939153
0.67,1.7278759594743864,0.090906285179357
0.67,1.884955592153876,0.3427104288507274
0.67,2.0420352248333655,0.22368236191502536
0.67,2.199114857512855,0.21729503510847983
0.67,2.356194490192345,0.25727928167037345
0.67,2.5132741228718345,0.29941447892106166
0.69,-2.5132741228718345,0.17405389137431165
0.69,-2.356194490192345,0.13202424181380354
0.69,-2.199114857512855,0.2771683643585608
0.69,-2.0420352248333655,0.7312751788361392
0.69,-1.884955592153876,1.618903482420071
0.69,-1.7278759594743864,1.7229948953031378
0.69,-1.5707963267948966,0.14745517643000103
0.69,-1.413716694115407,0.38810874370192294
0.69,-1.2566370614359172,0.7531320303082383
0.69,-1.0995574287564276,0.7745937137530575
0.69,-0.942477796076938,0.41684604404387254
0.69,-0.7853981633974483,0.009743897408928809
0.69,-0.6283185307179586,0.4307928237952472
0.69,-0.471238898038469,0.3547377138512675
0.69,-0.3141592653589793,1.8708104677860098
0.69,-0.15707963267948966,3.2326655341588526
0.69,0.0,0.011926484657133122
0.69,0.15707963267948966,3.2326655341588526
0.69,0.3141592653589793,1.8708104677860098
0.69,0.471238898038469,0.3547377138512675
0.69,0.6283185307179586,0.4307928237952472
0.69,0.7853981633974483,0.009743897408928809
0.69,0.942477796076938,0.41684604404387254
0.69,1.0995574287564276,0.7745937137530575
0.69,1.2566370614359172,0.7531320303082383
0.69,1.413716694115407,0.38810874370192294
0.69,1.5707963267948966,0.14745517643000103
0.69,1.7278759594743864,1.7229948953031378
0.69,1.884955592153876,1.618903482420071
0.69,2.0420352248333655,0.7312751788361392
0.69,2.199114857512855,0.2771683643585608
0.69,2.356194490192345,0.13202424181380354
0.69,2.5132741228718345,0.17405389137431165
0.95,-2.5132741228718345,0.012475766521609715
0.95,-2.356194490192345,0.005234889976015567
0.95,-2.199114857512855,0.018359097260433676
0.95,-2.0420352248333655,0.007860999509319155
0.95,-1.884955592153876,0.015781587258980753
0.95,-1.7278759594743864,0.04450836559565801
0.95,-1.5707963267948966,0.010705592399175326
0.95,-1.413716694115407,0.011851107135132346
0.95,-1.2566370614359172,0.01248353025402339
0.95,-1.0995574287564276,0.002713808204507886
0.95,-0.942477796076938,0.023096806576008665
0.95,-0.7853981633974483,0.04773977602223812
0.95,-0.6283185307179586,0.0643855839787318
0.95,-0.471238898038469,0.26824170175571205
0.95,-0.3141592653589793,1.4135059558013732
0.95,-0.15707963267948966,0.44318697496556914
0.95,0.0,0.006031025828100235
0.95,0.15707963267948966,0.44318697496556914
0.95,0.3141592653589793,1.4135059558013732
0.95,0.471238898038469,0.26824170175571205
0.95,0.6283185307179586,0.0643855839787318
0.95,0.7853981633974483,0.04773977602223812
0.95,0.942477796076938,0.023096806576008665
0.95,1.0995574287564276,0.002713808204507886
0.95,1.2566370614359172,0.01248353025402339
0.95,1.413716694115407,0.011851107135132346
0.95,1.5707963267948966,0.010705592399175326
0.95,1.7278759594743864,0.04450836559565801
0.95,1.884955592153876,0.015781587258980753
0.95,2.0420352248333655,0.007860999509319155
0.95,2.199114857512855,0.018359097260433676
0.95,2.356194490192345,0.005234889976015567
0.95,2.5132741228718345,0.012475766521609715
1.17,-2.5132741228718345,0.02927302799344741
1.17,-2.356194490192345,0.1389183417555042
1.17,-2.199114857512855,0.057616723662368106
1.17,-2.0420352248333655,0.003654532024776826
1.17,-1.884955592153876,0.053253421966474604
1.17,-1.7278759594743864,0.027143799391801633
1.17,-1.5707963267948966,0.09354430793252265
1.17,-1.413716694115407,0.21878004991135463
1.17,-1.2566370614359172,0.03131056770063169
1.17,-1.0995574287564276,0.06040227723840026
1.17,-0.942477796076938,0.12869956796772092
1.17,-0.7853981633974483,0.18264773723679725
1.17,-0.6283185307179586,0.3327004400566979
1.17,-0.471238898038469,0.37251953081107764
1.17,-0.3141592653589793,0.8860022332965486
1.17,-0.15707963267948966,1.271888717991513
1.17,0.0,0.022788621601714666
1.17,0.15707963267948966,1.271888717991513
1.17,0.3141592653589793,0.8860022332965486
1.17,0.471238898038469,0.37251953081107764
1.17,0.6283185307179586,0.3327004400566979
1.17,0.7853981633974483,0.18264773723679725
1.17,0.942477796076938,0.12869956796772092
1.17,1.0995574287564276,0.06040227723840026
1.17,1.2566370614359172,0.03131056770063169
1.17,1.413716694115407,0.21878004991135463
1.17,1.5707963267948966,0.09354430793252265
1.17,1.7278759594743864,0.027143799391801633
1.17,1.884955592153876,0.053253421966474604
1.17,2.0420352248333655,0.003654532024776826
1.17,2.199114857512855,0.057616723662368106
1.17,2.356194490192345,0.1389183417555042
1.17,2.5132741228718345,0.02927302799344741
1.24,-2.5132741228718345,0.058679414501312914
1.24,-2.356194490192345,0.048502796398542734
1.24,-2.199114857512855,0.03310898458474769
1.24,-2.0420352248333655,0.053477600156403134
1.24,-1.884955592153876,0.08156924991784646
1.24,-1.7278759594743864,0.05529702013720642
1.24,-1.5707963267948966,0.07428074514328133
1.24,-1.413716694115407,0.13253367114696038
1.24,-1.2566370614359172,0.03542370034277545
1.24,-1.0995574287564276,0.14238908771235645
1.24,-0.942477796076938,0.1434904660575393
1.24,-0.7853981633974483,0.10424430732108647
1.24,-0.6283185307179586,0.16377489406787613
1.24,-0.471238898038469,0.25662264807840734
1.24,-0.3141592653589793,0.2298363796901738
1.24,-0.15707963267948966,0.2754637524599328
1.24,0.0,0.21881708788543633
1.24,0.15707963267948966,0.2754637524599328
1.24,0.3141592653589793,0.2298363796901738
1.24,0.471238898038469,0.25662264807840734
1.24,0.6283185307179586,0.16377489406787613
1.24,0.7853981633974483,0.10424430732108647
1.24,0.942477796076938,0.1434904660575393
1.24,1.0995574287564276,0.14238908771235645
1.24,1.2566370614359172,0.03542370034277545
1.24,1.413716694115407,0.13253367114696038
1.24,1.5707963267948966,0.07428074514328133
1.24,1.7278759594743864,0.05529702013720642
1.24,1.884955592153876,0.08156924991784646
1.24,2.0420352248333655,0.053477600156403134
1.24,2.199114857512855,0.03310898458474769
1.24,2.356194490192345,0.048502796398542734
1.24,2.5132741228718345,0.058679414501312914
1.37,-2.5132741228718345,0.010569663405699878
1.37,-2.356194490192345,0.005129453209070285
1.37,-2.199114857512855,0.007103543791193368
1.37,-2.0420352248333655,0.00742829749837844
1.37,-1.884955592153876,0.010243665111147339
1.37,-1.7278759594743864,0.006025493947647872
1.37,-1.5707963267948966,0.01682378264544707
1.37,-1.413716694115407,0.009184985421982796
1.37,-1.2566370614359172,0.003948319379930664
1.37,-1.0995574287564276,0.011016753275457867
1.37,-0.942477796076938,0.03283294911146072
1.37,-0.7853981633974483,0.028380209619293734
1.37,-0.6283185307179586,0.017880914209758365
1.37,-0.471238898038469,0.026372520526834014
1.37,-0.3141592653589793,0.02719810818515096
1.37,-0.15707963267948966,0.02164144077854595
1.37,0.0,0.004390979589073199
1.37,0.15707963267948966,0.02164144077854595
1.37,0.3141592653589793,0.02719810818515096
1.37,0.471238898038469,0.026372520526834014
1.37,0.6283185307179586,0.017880914209758365
1.37,0.7853981633974483,0.028380209619293734
1.37,0.942477796076938,0.03283294911146072
1.37,1.0995574287564276,0.011016753275457867
1.37,1.2566370614359172,0.003948319379930664
1.37,1.413716694115407,0.009184985421982796
1.37,1.5707963267948966,0.01682378264544707
1.37,1.7278759594743864,0.006025493947647872
1.37,1.884955592153876,0.010243665111147339
1.37,2.0420352248333655,0.00742829749837844
1.37,2.199114857512855,0.007103543791193368
1.37,2.356194490192345,0.005129453209070285
1.37,2.5132741228718345,0.010569663405699878
