Realisation number,Variable,index,Lag-3 AC,Lag-6 AC,Smax,Standard deviation,Lag-1 AC,Coefficient of variation,Variance,Skewness,Kurtosis
56,Chlorella,0,0.588246008135511,-0.27253961508105157,0.19298245614035084,-0.2750895513326453,0.6370590735231619,-0.28735353044745315,-0.2750895513326453,-0.5163620909477263,0.502398154331856
56,Brachionus,0,0.5372472831036368,0.3688300649626617,0.4152046783625731,-0.03891688422075163,0.6120454131503856,-0.023617266711189366,-0.03891688422075163,0.6694796915791391,0.6196952219051667
57,Chlorella,0,0.5655394329427479,0.029445692429117848,0.5789473684210525,0.4153360451702994,0.5898245401007832,0.3648230222815858,0.4153360451702994,0.1650780159067452,0.5831461356323235
57,Brachionus,0,0.4209216198166475,0.003339202234229859,0.6023391812865496,0.4602634934126647,0.5689393479448729,0.485155728249651,0.4602634934126647,-0.328516787080323,0.5686964968732925
58,Chlorella,0,0.833647015967458,0.5440471131078867,0.9064327485380117,0.7883552911177222,0.8393540161495964,0.750470523951187,0.7883552911177222,0.050816586728188944,0.17892052698682534
58,Brachionus,0,0.8386254629348553,0.6550300528201082,0.9064327485380117,0.8320684840021858,0.8470038249043775,0.8440896120454132,0.8320684840021858,0.04085969279339446,-0.31285289296339025
59,Chlorella,0,-0.7871410357598203,0.12100054641491106,-0.847953216374269,-0.5158763888045657,-0.8734745917066361,-0.5717321352680469,-0.5158763888045657,0.2596685082872929,0.34721631959201027
59,Brachionus,0,-0.7462206301985308,0.13982150446238845,-0.8362573099415204,-0.7647987371744278,-0.8595106550907657,-0.7283710764373749,-0.7647987371744278,-0.36008742638576896,0.12160767409386194
60,Chlorella,0,-0.3434521279825148,-0.1281646530265315,-0.49707602339181284,-0.7428207151964059,-0.5979600509987251,-0.7567846518122762,-0.7428207151964059,0.04644526743974258,-0.10521522676218811
60,Brachionus,0,-0.2671968915062838,-0.213041102543865,-0.48538011695906425,-0.7317709914394999,-0.13739299374658492,-0.7188998846457412,-0.7317709914394999,-0.013174670633234171,0.04608099083237205
61,Chlorella,0,-0.32669540404347036,-0.2307692307692308,0.2631578947368421,-0.01426750045534576,-0.44083540768623647,-0.002003521340537915,-0.01426750045534576,0.10630805658429969,0.3232954890413454
61,Brachionus,0,-0.45407079108736575,-0.49013417521704816,0.04093567251461988,-0.1650780159067452,-0.625402222087305,-0.15754963268775427,-0.1650780159067452,0.009653330095319046,0.5104122396940076
